Trait_category,Trait,Protein,Protein_definition,sample_size,Estimated_effect,se,lowerCI,upperCI,Pvalue
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PLA2G15,Phospholipase A2 group XV,52020,0.00173838641832751,0.00222955834749929,-0.00263154794277109,0.00610832077942611,0.435575417368713
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,IGHMBP2,DNA-binding protein SMUBP-2,48148,0.00362321040267843,0.0046469211138774,-0.00548475498052128,0.0127311757858781,0.43557615708578
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FCRL5,Fc receptor-like protein 5,51969,0.00373468518232694,0.00479231367594054,-0.00565824962251652,0.0131276199871704,0.435806588645536
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GAST,Gastrin,48794,-0.008125471516307,0.010432086430198,-0.0285723609194951,0.0123214178868811,0.436052302646499
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HBQ1,Hemoglobin subunit theta-1,52163,0.00397104228677756,0.00510114235606637,-0.00602719673111253,0.0139692813046676,0.436304886249037
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ARHGEF1,Rho guanine nucleotide exchange factor 1,48794,0.00561722455952274,0.00721906973021367,-0.00853215211169605,0.0197666012307415,0.436513756880435
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FTCD,Formimidoyltransferase-cyclodeaminase,48750,0.00537626143429064,0.00691051660109657,-0.00816835110385864,0.0189208739724399,0.436588425910865
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PCDH17,Protocadherin-17,51955,0.00235462821892583,0.00302689337312853,-0.00357808279240609,0.00828733923025776,0.436634316621822
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CLSTN1,Calsyntenin-1,51447,-0.00322423292523444,0.00414723230366908,-0.0113528082404258,0.00490434238995697,0.436906041358055
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MELTF,Melanotransferrin,48840,0.00188366610388543,0.00242296429323861,-0.00286534391086225,0.00663267611863311,0.436918836343688
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SRC,Proto-oncogene tyrosine-protein kinase Src,51985,0.0076056943576893,0.00978606588331519,-0.0115749947736085,0.0267863834889871,0.437050816840866
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GLP1R,Glucagon-like peptide 1 receptor,48195,0.00228757139482726,0.00294396010554726,-0.00348259041204536,0.00805773320169989,0.437145225840524
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TMCO5A,Transmembrane and coiled-coil domain-containing protein 5A,48300,-0.00336611447757775,0.00433232250911962,-0.0118574665954522,0.00512523764029672,0.437181733238676
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,EREG,Proepiregulin,51729,0.00506137869492537,0.00651468022387401,-0.00770739454386768,0.0178301519337184,0.437214519808388
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ITGB7,Integrin beta-7,52163,0.00289768407601706,0.0037313010533801,-0.00441566598860794,0.0102110341406421,0.437409607214184
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TYRP1,"5,6-dihydroxyindole-2-carboxylic acid oxidase",48252,-0.00391909618915305,0.00504720023211134,-0.0138116086440913,0.00597341626578517,0.437469573388003
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RBM17,Splicing factor 45,48801,0.00480923150024362,0.00620150209346471,-0.00734571260294721,0.0169641756034345,0.438056522138814
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KRT14,"Keratin, type I cytoskeletal 14",50746,0.00187483328314664,0.00242276623334286,-0.00287378853420536,0.00662345510049864,0.439033709080576
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,F10,Coagulation factor X,48865,-0.00179193339661245,0.00231573279304631,-0.00633076967098322,0.00274690287775832,0.439053154207387
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CDKN2D,Cyclin-dependent kinase 4 inhibitor D,51847,0.00590893253105945,0.00763794459448985,-0.00906143887414066,0.0208793039362596,0.439158309398426
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CXADR,Coxsackievirus and adenovirus receptor,51933,0.00306645872241893,0.00396453571377319,-0.00470403127657652,0.0108369487214144,0.439250727133606
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ITGAL,Integrin alpha-L,48252,0.00272309053143554,0.00352722482239462,-0.00419027012045791,0.00963645118332899,0.440111458550426
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SAFB2,Scaffold attachment factor B2,48801,0.00169491288016128,0.0021986069467814,-0.00261435673553027,0.00600418249585282,0.440773393992834
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ZFYVE19,Abscission/NoCut checkpoint regulator,48778,0.00558402136639855,0.0072453890504956,-0.00861694117257282,0.0197849839053699,0.440893793585453
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MYL3,Myosin light chain 3,48283,-0.00485996449758547,0.00631004327040979,-0.0172276493075887,0.00750772031241772,0.441193405305223
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GBP6,Guanylate-binding protein 6,48148,0.00275428759252752,0.00357947844026063,-0.00426149015038331,0.00977006533543835,0.441625913069344
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CLEC5A,C-type lectin domain family 5 member A,51878,0.00191132070806083,0.00248433548943553,-0.00295797685123281,0.00678061826735447,0.441694037625637
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ISM1,Isthmin-1,51933,-0.00246735691588022,0.00320829380832962,-0.00875561278020628,0.00382089894844583,0.441867978601834
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MMP7,Matrilysin,51499,0.00315895679082386,0.00411557044137417,-0.0049075612742695,0.0112254748559172,0.442755170336747
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,C19orf12,Protein C19orf12,51447,0.00412893910544056,0.00538170677050411,-0.00641920616474748,0.0146770843756286,0.442960194083655
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ITGB6,Integrin beta-6,51550,-0.00190754701684455,0.00248688851190542,-0.00678184850017916,0.00296675446649007,0.44306465509448
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,KAZN,Kazrin,48778,0.00647949592578086,0.00844958502040421,-0.0100816907142114,0.0230406825657731,0.443184485985792
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CPQ,Carboxypeptidase Q,48821,0.00227457002923264,0.00296849719824826,-0.00354368447933395,0.00809282453779923,0.44354471363505
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MRPL46,"39S ribosomal protein L46, mitochondrial",51447,0.0017189075438383,0.00224553172712983,-0.00268233464133617,0.00612014972901276,0.44399423084597
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,HBZ,Hemoglobin subunit zeta,48840,-0.00665433827705183,0.00872080578796212,-0.0237471176214576,0.0104384410673539,0.44544743373985
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SLC9A3R1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,48385,0.00535490757665154,0.00702888161127924,-0.00842170038145578,0.0191315155347589,0.44616251189736
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A,52020,0.00225622630242615,0.00296834800780108,-0.00356173579286396,0.00807418839771625,0.447205488074989
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LIPF,Gastric triacylglycerol lipase,48283,0.00380583073502308,0.00500957220673648,-0.00601293079018042,0.0136245922602266,0.447436018271433
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,LEP,Leptin,51955,0.00430335276516321,0.00567950244003751,-0.0068284720173103,0.0154351775476367,0.448638900949515
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TMPRSS15,Enteropeptidase,51847,0.00540939711844297,0.00714489636463631,-0.0085945997562442,0.0194133939931301,0.448997955894162
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PNLIPRP1,Inactive pancreatic lipase-related protein 1,48794,0.00505113229386648,0.00667967086165436,-0.00804102259497608,0.018143287182709,0.449541238053039
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SLA2,Src-like-adapter 2,48801,0.00649798339059382,0.00860446221995441,-0.0103667625605168,0.0233627293417045,0.450145217023554
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,COL5A1,Collagen alpha-1(V) chain,48385,0.00246420022473238,0.00326766326651255,-0.00394041977763222,0.00886882022709697,0.450787980952647
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FETUB,Fetuin-B,52039,-0.00197337277715414,0.00261683577490429,-0.00710237089596655,0.00315562534165827,0.450792870965755
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,ANXA5,Annexin A5,51363,0.00184028258149531,0.00244368391474757,-0.00294933789140993,0.00662990305440056,0.451411327148165
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,OLFM4,Olfactomedin-4,47647,0.00760550207409165,0.01010357621206,-0.012197507301546,0.0274085114497293,0.451607374045296
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PCDH12,Protocadherin-12,48801,0.00154044940873916,0.00205313711366236,-0.00248369933403907,0.00556459815151738,0.453088461173443
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TBC1D23,TBC1 domain family member 23,51847,0.0055170408190015,0.00735477443893866,-0.00889831708131828,0.0199323987193213,0.453183687623172
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,FOLR1,Folate receptor alpha,51921,0.00177570345990909,0.00237350746065132,-0.00287637116296749,0.00642777808278567,0.454386415131397
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,MET,Hepatocyte growth factor receptor,52016,-0.00117329559762852,0.00156878889643673,-0.0042481218346445,0.00190153063938747,0.454528610574754
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,H2AP,Huntingtin-interacting protein M,48131,0.00304512061497674,0.00407250221546547,-0.00493698372733558,0.0110272249572891,0.45463373309585
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RNF5,E3 ubiquitin-protein ligase RNF5,48283,0.00439351471211899,0.0058770328236505,-0.00712546962223599,0.015912499046474,0.454726311338164
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,GLB1,Beta-galactosidase,51761,0.00261074423435461,0.00349532385584117,-0.00424009052309409,0.0094615789918033,0.45511650903717
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NGFR,Tumor necrosis factor receptor superfamily member 16,48840,0.00179386749277569,0.00240207745386933,-0.0029142043168082,0.00650193930235958,0.455193962925747
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PGM2,Phosphoglucomutase-2,48300,0.00359386169487481,0.00482034458055421,-0.00585401368301145,0.0130417370727611,0.455941448266035
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,DIABLO,"Diablo homolog, mitochondrial",51878,0.00665179988133612,0.00892363327529825,-0.0108385213382485,0.0241421211009207,0.456029096896362
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CD207,C-type lectin domain family 4 member K,51431,0.00235720752398556,0.00317213168947323,-0.00386017058738198,0.0085745856353531,0.457429460228289
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,SCG3,Secretogranin-3,51964,0.00200631144475408,0.00270203244356271,-0.00328967214462884,0.00730229503413699,0.457780181383989
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,EIF5A,Eukaryotic translation initiation factor 5A-1,51550,0.00185547894487109,0.00249972437958452,-0.00304398083911457,0.00675493872885675,0.457929293998086
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PPP1R2,Protein phosphatase inhibitor 2,51955,0.00485468628468516,0.00654775780724433,-0.00797891901751372,0.017688291586884,0.458441861721524
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,TNFAIP8L2,Tumor necrosis factor alpha-induced protein 8-like protein 2,48385,0.00383424248017302,0.00517313745173402,-0.00630510692522566,0.0139735918855717,0.458591175701858
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,VIM,Vimentin,51531,-0.00697084510513486,0.0094056732116966,-0.0254059646000602,0.0114642743897905,0.458621017010798
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CRTAM,Cytotoxic and regulatory T-cell molecule,51761,-0.00305249839699951,0.00412643238683367,-0.0111403058751935,0.00503530908119448,0.459463607159569
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,RAB37,Ras-related protein Rab-37,51550,0.00489309351690468,0.00662345471290308,-0.00808887772038535,0.0178750647541947,0.460064874052311
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,BRD3,Bromodomain-containing protein 3,48148,0.00286927880721339,0.003884170877907,-0.00474369611348432,0.0104822537279111,0.460091521794494
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,NT5C3A,Cytosolic 5'-nucleotidase 3A,51892,0.00514545497256279,0.00697606750336996,-0.00852763733404233,0.0188185472791679,0.460773038504838
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,PDRG1,p53 and DNA damage-regulated protein 1,48300,-0.00301621988823042,0.00409308623235669,-0.0110386689036495,0.00500622912718869,0.461188278028949
Working and living environment,X24004.Nitrogen oxides air pollution; 2010,CAPG,Macrophage-capping protein,51793,-0.00358110323739196,0.00487209257239161,-0.0131304046792795,0.0059681982044956,0.46233252633934
